N,AverageTime_ms
500,0
600,0
700,0
800,0
900,0
1000,0
1100,0
1200,0
1300,0
1400,0
1500,0
1600,0
1700,0
1800,0
1900,0
2000,0
2100,0
2200,0
2300,0
2400,0
2500,0
2600,0
2700,0
2800,0
2900,0
3000,0
3100,0
3200,1
3300,1
3400,1
3500,1
3600,1
3700,1
3800,1
3900,1
4000,1
4100,1
4200,1
4300,1
4400,1
4500,1
4600,1
4700,1
4800,1
4900,1
5000,1
5100,1
5200,1
5300,1
5400,1
5500,1
5600,1
5700,1
5800,2
5900,2
6000,2
6100,2
6200,2
6300,2
6400,2
6500,2
6600,2
6700,2
6800,2
6900,2
7000,2
7100,2
7200,2
7300,2
7400,2
7500,2
7600,2
7700,2
7800,2
7900,2
8000,2
8100,2
8200,2
8300,2
8400,2
8500,2
8600,3
8700,3
8800,3
8900,3
9000,3
9100,3
9200,3
9300,3
9400,3
9500,3
9600,3
9700,3
9800,3
9900,3
10000,3
10100,3
10200,3
10300,3
10400,3
10500,3
10600,3
10700,3
10800,3
10900,3
11000,3
11100,4
11200,4
11300,4
11400,4
11500,4
11600,4
11700,4
11800,4
11900,4
12000,4
12100,4
12200,4
12300,4
12400,4
12500,4
12600,4
12700,4
12800,4
12900,4
13000,4
13100,4
13200,4
13300,4
13400,4
13500,4
13600,5
13700,5
13800,5
13900,5
14000,5
14100,5
14200,5
14300,5
14400,5
14500,5
14600,5
14700,5
14800,5
14900,5
15000,5
15100,6
15200,5
15300,5
15400,5
15500,5
15600,5
15700,5
15800,5
15900,5
16000,5
16100,5
16200,5
16300,5
16400,5
16500,6
16600,6
16700,6
16800,6
16900,6
17000,6
17100,6
17200,6
17300,6
17400,6
17500,6
17600,6
17700,6
17800,6
17900,6
18000,6
18100,6
18200,6
18300,6
18400,6
18500,6
18600,7
18700,6
18800,6
18900,7
19000,7
19100,7
19200,7
19300,7
19400,7
19500,7
19600,7
19700,7
19800,7
19900,7
20000,7
20100,7
20200,7
20300,7
20400,7
20500,7
20600,7
20700,7
20800,7
20900,7
21000,7
21100,8
21200,7
21300,8
21400,8
21500,8
21600,8
21700,8
21800,8
21900,8
22000,8
22100,8
22200,8
22300,8
22400,8
22500,8
22600,8
22700,8
22800,8
22900,8
23000,8
23100,8
23200,8
23300,8
23400,8
23500,8
23600,8
23700,8
23800,8
23900,9
24000,9
24100,8
24200,8
24300,8
24400,9
24500,9
24600,9
24700,9
24800,9
24900,9
25000,9
25100,9
25200,9
25300,9
25400,9
25500,9
25600,9
25700,9
25800,9
25900,9
26000,9
26100,9
26200,9
26300,10
26400,10
26500,10
26600,10
26700,10
26800,10
26900,10
27000,10
27100,10
27200,10
27300,10
27400,10
27500,10
27600,10
27700,10
27800,10
27900,10
28000,10
28100,10
28200,10
28300,10
28400,10
28500,10
28600,10
28700,10
28800,11
28900,11
29000,11
29100,11
29200,11
29300,11
29400,11
29500,11
29600,11
29700,11
29800,11
29900,11
30000,11
30100,11
30200,11
30300,11
30400,11
30500,11
30600,11
30700,11
30800,11
30900,11
31000,11
31100,11
31200,11
31300,11
31400,11
31500,12
31600,12
31700,12
31800,12
31900,12
32000,12
32100,12
32200,12
32300,12
32400,12
32500,12
32600,12
32700,12
32800,12
32900,12
33000,12
33100,12
33200,12
33300,12
33400,12
33500,12
33600,12
33700,13
33800,12
33900,12
34000,13
34100,13
34200,13
34300,13
34400,13
34500,13
34600,13
34700,13
34800,13
34900,13
35000,13
35100,13
35200,13
35300,13
35400,13
35500,13
35600,13
35700,13
35800,13
35900,13
36000,13
36100,14
36200,14
36300,13
36400,14
36500,14
36600,14
36700,14
36800,14
36900,14
37000,14
37100,14
37200,14
37300,14
37400,14
37500,14
37600,14
37700,14
37800,14
37900,14
38000,14
38100,14
38200,14
38300,14
38400,15
38500,14
38600,15
38700,15
38800,15
38900,15
39000,15
39100,15
39200,15
39300,15
39400,15
39500,15
39600,15
39700,15
39800,15
39900,15
40000,15
40100,15
40200,15
40300,15
40400,15
40500,15
40600,15
40700,15
40800,15
40900,15
41000,15
41100,15
41200,15
41300,15
41400,16
41500,16
41600,16
41700,16
41800,16
41900,16
42000,16
42100,16
42200,16
42300,16
42400,16
42500,16
42600,16
42700,16
42800,16
42900,16
43000,16
43100,16
43200,16
43300,16
43400,17
43500,16
43600,17
43700,16
43800,17
43900,17
44000,17
44100,17
44200,17
44300,17
44400,17
44500,17
44600,17
44700,17
44800,17
44900,17
45000,17
45100,17
45200,17
45300,17
45400,17
45500,17
45600,17
45700,17
45800,17
45900,17
46000,17
46100,18
46200,17
46300,18
46400,18
46500,18
46600,18
46700,18
46800,18
46900,18
47000,18
47100,18
47200,18
47300,18
47400,18
47500,18
47600,18
47700,18
47800,18
47900,18
48000,18
48100,18
48200,18
48300,18
48400,19
48500,18
48600,18
48700,18
48800,18
48900,18
49000,18
49100,18
49200,18
49300,19
49400,19
49500,19
49600,19
49700,19
49800,19
49900,19
50000,19
50100,19
50200,19
50300,19
50400,19
50500,19
50600,19
50700,19
50800,19
50900,19
51000,20
51100,19
51200,20
51300,19
51400,20
51500,20
51600,20
51700,20
51800,20
51900,20
52000,20
52100,20
52200,20
52300,20
52400,20
52500,20
52600,20
52700,20
52800,20
52900,20
53000,20
53100,20
53200,21
53300,20
53400,21
53500,21
53600,21
53700,21
53800,21
53900,21
54000,21
54100,21
54200,21
54300,21
54400,21
54500,21
54600,21
54700,21
54800,21
54900,21
55000,21
55100,21
55200,21
55300,21
55400,21
55500,21
55600,21
55700,21
55800,22
55900,22
56000,22
56100,22
56200,22
56300,22
56400,22
56500,22
56600,22
56700,22
56800,22
56900,22
57000,22
57100,22
57200,22
57300,22
57400,22
57500,22
57600,22
57700,22
57800,22
57900,22
58000,23
58100,22
58200,22
58300,23
58400,23
58500,23
58600,23
58700,23
58800,23
58900,23
59000,23
59100,23
59200,23
59300,23
59400,23
59500,23
59600,23
59700,23
59800,23
59900,23
60000,23
60100,23
60200,24
60300,24
60400,24
60500,24
60600,24
